iter	Logloss
325	0.1643468138
326	0.1642247833
327	0.1642014339
328	0.1641352879
329	0.1640919155
330	0.164030446
331	0.1639622322
332	0.1639004333
333	0.1638836929
334	0.1637980574
335	0.1637008901
336	0.1636193881
337	0.1635536794
338	0.1635432765
339	0.1634630045
340	0.1634061944
341	0.1633742342
342	0.1633258603
343	0.1632702612
344	0.1632392536
345	0.1631718873
346	0.1629717079
347	0.1629232791
348	0.1628744465
349	0.1628292604
350	0.1628144284
351	0.1627642336
352	0.1627001746
353	0.1626841493
354	0.1626749537
355	0.1626269102
356	0.1625430245
357	0.1625075256
358	0.1624447155
359	0.1624396951
360	0.1623998395
361	0.1622887534
362	0.1622158961
363	0.1621905416
364	0.1620952459
365	0.1620502289
366	0.1619371566
367	0.1618150228
368	0.1617849809
369	0.161699968
370	0.1616805508
371	0.1616348071
372	0.1616129528
373	0.1615646505
374	0.1615280263
375	0.1614818972
376	0.1614562955
377	0.1614045498
378	0.1613607585
379	0.1612761105
380	0.1612501556
381	0.1611953266
382	0.1611426268
383	0.1611362639
384	0.1608735653
385	0.1608396249
386	0.1608057773
387	0.160749032
388	0.1606609999
389	0.1606146227
390	0.1605612399
391	0.1604863814
392	0.1604245344
393	0.1603494815
394	0.1603148978
395	0.1602539745
396	0.1602210189
397	0.160167717
398	0.1600692305
399	0.1600368154
400	0.1599805335
401	0.159933464
402	0.1599066432
403	0.1598699499
404	0.1598161566
405	0.1597833148
406	0.1597255199
407	0.1596607913
408	0.1596131389
409	0.1595708733
410	0.1595319527
411	0.1594763913
412	0.1594628361
413	0.1594375777
414	0.1593894366
415	0.1593098302
416	0.1592440703
417	0.1591910916
418	0.1591792301
419	0.159138562
420	0.1590857138
421	0.1590271808
422	0.158963032
423	0.1589278417
424	0.1588723872
425	0.1588353424
426	0.1587838905
427	0.1587140199
428	0.1586788373
429	0.1586491529
430	0.1585612608
431	0.1584735197
432	0.1584290502
433	0.1583754619
434	0.1583259933
435	0.1583006972
436	0.1582763314
437	0.1582641518
438	0.158216528
439	0.1581608992
440	0.1581009667
441	0.1580763651
442	0.1580658599
443	0.1579960785
444	0.1579776927
445	0.1579196247
446	0.1578418229
447	0.1577654559
448	0.1577115522
449	0.1576406598
450	0.1575649642
451	0.1573381657
452	0.1572923446
453	0.1572546279
454	0.1571958564
455	0.1571481628
456	0.1571280782
457	0.1570653666
458	0.1569918924
459	0.1569276685
460	0.1568954162
461	0.1568757115
462	0.1568740272
463	0.1568158413
464	0.1567817718
465	0.1567266331
466	0.1566570289
467	0.1566358384
468	0.1565970095
469	0.1565416409
470	0.1565235392
471	0.156486761
472	0.1564459207
473	0.1564302346
474	0.1563873755
475	0.1563227309
476	0.1563006011
477	0.156230603
478	0.1561682352
479	0.1560988386
480	0.1560863044
481	0.1560470836
482	0.1559803717
483	0.1559545466
484	0.155881477
485	0.1558360232
486	0.1557924022
487	0.1557270838
488	0.1556864255
489	0.1556225856
490	0.1555782447
491	0.1555251464
492	0.1554760645
493	0.155443901
494	0.1554012014
495	0.1553373432
496	0.1552799001
497	0.1552430334
498	0.1552094858
499	0.1551947342
500	0.1551707444
501	0.1551211164
502	0.1551151316
503	0.1550833909
504	0.1550343839
505	0.1550074159
506	0.1549950241
507	0.1549684771
508	0.1549398049
509	0.1549208124
510	0.1549194664
511	0.1548737759
512	0.1548027475
513	0.1547726203
514	0.1547493618
515	0.1547190605
516	0.1546415146
517	0.1546045933
518	0.1545748101
519	0.1545247804
520	0.1544956164
521	0.1544440417
522	0.1543784963
523	0.15436035
524	0.1543312534
525	0.1543065352
526	0.1542381319
527	0.1542032398
528	0.1541951682
529	0.1541618504
530	0.1541457936
531	0.1540569741
532	0.1540223374
533	0.1540084775
534	0.1539886076
535	0.1539814274
536	0.1539492222
537	0.1539188552
538	0.153893859
539	0.1538359051
540	0.1538105053
541	0.1537747841
542	0.153679691
543	0.1536054179
544	0.1536044948
545	0.1535648484
546	0.153562641
547	0.1535009116
548	0.1534891259
549	0.1534584074
550	0.1534429047
551	0.1534210473
552	0.1533394192
553	0.1533123996
554	0.1532818245
555	0.1532665138
556	0.1532183644
557	0.1532119648
558	0.1531585579
559	0.1531119845
560	0.1530982445
561	0.1530488402
562	0.1529855146
563	0.1529640349
564	0.1529470526
565	0.1529085674
566	0.1528236672
567	0.152789813
568	0.1527367603
569	0.1526568716
570	0.1526135763
571	0.1525430083
572	0.1525364147
573	0.1525147342
574	0.1524421402
575	0.1524352895
576	0.1524121588
577	0.1523971875
578	0.1523918967
579	0.1523816309
580	0.1523597075
581	0.15229506
582	0.1522658191
583	0.1521953042
584	0.1521607809
585	0.1521190475
586	0.1520868995
587	0.1520659058
588	0.152034124
589	0.1519820075
590	0.1519714993
591	0.1518825768
592	0.1518539147
593	0.1518324251
594	0.1518015629
595	0.1517980155
596	0.1517756714
597	0.1517510028
598	0.1517165736
599	0.1516801819
600	0.1516486237
601	0.151609262
602	0.1515787148
603	0.1515555397
604	0.1515100324
605	0.1514554449
606	0.1514343414
607	0.1514342797
608	0.1514286029
609	0.1513963056
610	0.1513278277
611	0.1513156638
612	0.1512944557
613	0.1512402241
614	0.151201147
615	0.1511890044
616	0.1511522886
617	0.1511237439
618	0.1510896417
619	0.1510499603
620	0.1510227302
621	0.1509956244
622	0.1509955661
623	0.1509481713
624	0.150934485
625	0.1508777109
626	0.1508174985
627	0.1507222418
628	0.1507165238
629	0.1506739456
630	0.1506350823
631	0.1504943031
632	0.1503563244
633	0.1503324964
634	0.150248681
635	0.1502320911
636	0.1501619736
637	0.1501601943
638	0.1501536953
639	0.1501044395
640	0.1500847725
641	0.1500582239
642	0.1500570734
643	0.1500525248
644	0.1500188741
645	0.1499951075
646	0.1499709383
647	0.1499509082
648	0.1499183008
649	0.1498854547
650	0.1498261583
651	0.1498042906
652	0.149770721
653	0.1497333052
654	0.1497161172
655	0.1497108852
656	0.1496851142
657	0.1496417985
658	0.1495781228
659	0.1495212562
660	0.1495172909
661	0.1494628052
662	0.1494349279
663	0.1494205435
664	0.1493873451
665	0.1493771745
666	0.1493687711
667	0.1492857066
668	0.1492715794
669	0.1492332638
670	0.1492166259
671	0.149205314
672	0.149174017
673	0.1491511738
674	0.1490916842
675	0.1490536477
676	0.1488684268
677	0.1488203225
678	0.148765325
679	0.1487476198
680	0.1487381116
681	0.1487139579
682	0.1487020666
683	0.1486418017
684	0.1486029763
685	0.1485361685
686	0.1485056466
687	0.1484649029
688	0.1484395618
689	0.148427922
690	0.1484078725
691	0.1483509428
692	0.1483109952
693	0.1483103277
694	0.1482711059
695	0.148242909
696	0.1482193562
697	0.1481510128
698	0.1481236868
699	0.1481135165
700	0.148078819
701	0.148072244
702	0.148028134
703	0.1479958665
704	0.1479723876
705	0.1478920958
706	0.1478641519
707	0.1478590434
708	0.1478117689
709	0.1477720172
710	0.1477624624
711	0.1477287071
712	0.1477259597
713	0.1477158926
714	0.1476859852
715	0.1476450942
716	0.1475785477
717	0.1475591544
718	0.1475525861
719	0.1475267857
720	0.1474889708
721	0.1474807917
722	0.1474480673
723	0.1474373972
724	0.1474136687
725	0.1473926233
726	0.1473443553
727	0.1473389846
728	0.1472947286
729	0.1472475714
730	0.1472356816
731	0.1472202766
732	0.147170642
733	0.1471237813
734	0.1470919017
735	0.1470555116
736	0.1469958333
737	0.1469941531
738	0.1469814274
739	0.1469528927
740	0.1469350369
741	0.1469066182
742	0.1468683166
743	0.1468330008
744	0.1467656825
745	0.1467085169
746	0.1466698719
747	0.1466035489
748	0.1465477052
749	0.1464640848
750	0.1464226836
751	0.1463459647
752	0.1463443247
753	0.1462783727
754	0.1462415967
755	0.1462194954
756	0.1461993292
757	0.1461949387
758	0.1461764605
759	0.1461452694
760	0.1461116982
761	0.1461000872
762	0.1460275915
763	0.1460227918
764	0.1459670255
765	0.1459366381
766	0.1458958033
767	0.145895602
768	0.1458937972
769	0.1458552119
770	0.14582653
771	0.1457842375
772	0.1457840142
773	0.1457721633
774	0.1457483118
775	0.1457097478
776	0.1456419417
777	0.1456243984
778	0.1455679312
779	0.1455400773
780	0.145490562
781	0.1454477426
782	0.1453402286
783	0.1453271187
784	0.1452710681
785	0.1452463559
786	0.1452133632
787	0.1451079115
788	0.1450345482
789	0.1450005611
790	0.1449613348
791	0.1449171294
792	0.1448862615
793	0.1448636448
794	0.144837897
795	0.1448367502
796	0.1448330477
797	0.1448319745
798	0.1448123468
799	0.1447990719
800	0.1447628633
801	0.1447296496
802	0.1447085929
803	0.1446434164
804	0.1446192451
805	0.1445635783
806	0.1445593937
807	0.1445375162
808	0.1445095887
809	0.1445082048
810	0.1444950681
811	0.1444878988
812	0.1444203071
813	0.1443943594
814	0.144364905
815	0.1443501161
816	0.1443317164
817	0.1443015634
818	0.1442885955
819	0.1442761424
820	0.1442419759
821	0.1442399313
822	0.1441843902
823	0.1441412659
824	0.1441062099
825	0.1440954687
826	0.1440714292
827	0.1440182774
828	0.1439503271
829	0.1439301598
830	0.1439171913
831	0.1438626845
832	0.1438549723
833	0.1438514077
834	0.1438069444
835	0.143805546
836	0.1437192637
837	0.1436834526
838	0.1436606515
839	0.1436455765
840	0.1436128401
841	0.1435551322
842	0.1435245202
843	0.1434678248
844	0.1434594721
845	0.1434434678
846	0.1434201754
847	0.1434091356
848	0.1433889329
849	0.1433881467
850	0.1433673988
851	0.1433404032
852	0.1432972566
853	0.1432649031
854	0.1432330583
855	0.1431808615
856	0.1431568528
857	0.1431474021
858	0.1430975648
859	0.143089276
860	0.1430640973
861	0.1430533508
862	0.1430098033
863	0.1429848461
864	0.1429704126
865	0.1429637707
866	0.1429542569
867	0.1429207849
868	0.1428937178
869	0.1428706974
870	0.1428420628
871	0.1427928368
872	0.1426842859
873	0.1426715332
874	0.1426380556
875	0.1425736727
876	0.1425035167
877	0.1425000809
878	0.142440425
879	0.1424289647
880	0.1424079099
881	0.1423824223
882	0.1423559932
883	0.1423095646
884	0.1423092593
885	0.1422646255
886	0.1422432663
887	0.142216926
888	0.1422164935
889	0.1422105996
890	0.1421679952
891	0.1421577852
892	0.1421542593
893	0.1421199666
894	0.1421169619
895	0.1420866312
896	0.1420820934
897	0.1420508954
898	0.1420462637
899	0.1420223223
900	0.1419568156
901	0.1419507951
902	0.1419155133
903	0.1418862555
904	0.1418818509
905	0.1418666036
906	0.1418654972
907	0.1418649509
908	0.141807874
909	0.1417703774
910	0.1417423931
911	0.1417056692
912	0.1416840017
913	0.1416838394
914	0.1416699041
915	0.1416647421
916	0.1416436741
917	0.1415865557
918	0.1415815805
919	0.1415778798
920	0.1415766478
921	0.1415382617
922	0.1415129485
923	0.141488187
924	0.1414708933
925	0.1414461132
926	0.1414415557
927	0.1414384838
928	0.1414348515
929	0.1414106599
930	0.1413593008
931	0.1413568017
932	0.1413284211
933	0.1413258776
934	0.1413252598
935	0.1412987023
936	0.1412700769
937	0.1412672031
938	0.1412505996
939	0.1412487342
940	0.1412484737
941	0.1412352481
942	0.1412111522
943	0.1411711987
944	0.1411706002
945	0.1411347141
946	0.1411079163
947	0.1411034121
948	0.1410997356
949	0.1410989198
950	0.1410968981
951	0.1410332559
952	0.1409960792
953	0.1409610581
954	0.1409545437
955	0.1409496624
956	0.1409191979
957	0.1409174805
958	0.140917369
959	0.1408863229
960	0.1408788269
961	0.140844099
962	0.1408305474
963	0.1408284131
964	0.1408104283
965	0.1408098211
966	0.1407650754
967	0.1407504106
968	0.1407344565
969	0.1407216513
970	0.1407122271
971	0.1407117471
972	0.1406559682
973	0.1406437687
974	0.1406261846
975	0.1406032244
976	0.1405673406
977	0.140552217
978	0.1405298308
979	0.1405057279
980	0.1404845168
981	0.1404107813
982	0.1403694113
983	0.1403275071
984	0.1403112333
985	0.1403047517
986	0.1403013281
987	0.1402648356
988	0.1402260743
989	0.1402227755
990	0.1402023921
991	0.1401932248
992	0.140192217
993	0.1401914774
994	0.1401819921
995	0.1401316299
996	0.1400928009
997	0.14002548
998	0.1400052843
999	0.139978931
